tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
lFoot -0.0552884 0.010669 -0.195203 0.138192 0.102434 -0.817846 0.549124 1.04192
rFoot -0.0612386 -0.00327969 0.167685 0.810785 0.563962 0.0149839 0.156042 1.04192
head 0.0543158 1.69778 -0.0332341 0.0837122 -0.692846 0.0593685 0.713746 1.04192
hip -0.0271761 1.0199 0.141737 0.76026 0.635499 0.0147215 0.1339 1.04192
lHand 0.0140367 1.42859 -0.954577 0.256899 -0.0387227 -0.50837 0.821014 1.04192
lForeArm -0.0395823 1.45901 -0.601441 0.453564 0.449431 -0.480254 0.601371 1.04192
rHand -0.080543 1.49099 0.904729 0.628944 0.760408 -0.135689 0.0883064 1.04192
rForeArm -0.0723944 1.49808 0.536243 0.471616 0.566068 -0.408348 0.538885 1.04192
lFoot -0.0535084 0.0101649 -0.194591 0.137156 0.104489 -0.819684 0.546249 1.04192
rFoot -0.0608624 -0.00305653 0.167683 0.81176 0.562993 0.0117315 0.154745 1.04192
head 0.0546302 1.69805 -0.0334587 0.0833291 -0.693037 0.0590842 0.713628 1.04192
hip -0.0273517 1.01983 0.141387 0.760517 0.635425 0.0145883 0.132803 1.04192
lHand 0.0157611 1.42829 -0.95415 0.261339 -0.0365698 -0.503854 0.822494 1.04192
lForeArm -0.0397558 1.45634 -0.601226 0.459354 0.445856 -0.480903 0.599115 1.04192
rHand -0.0798744 1.49021 0.90423 0.624228 0.763382 -0.137405 0.0933139 1.04192
rForeArm -0.0723718 1.49541 0.535964 0.467426 0.569322 -0.407503 0.539747 1.04192
lFoot -0.0555642 0.00974441 -0.193981 0.139628 0.105801 -0.819817 0.54517 1.04192
rFoot -0.0603836 -0.00327182 0.167372 0.812452 0.562374 0.00863254 0.153567 1.04192
head 0.0549583 1.69835 -0.0338004 0.0833315 -0.693232 0.0585396 0.713484 1.04192
hip -0.0274732 1.0198 0.140777 0.760777 0.635364 0.0140259 0.131658 1.04192
lHand 0.0174565 1.42821 -0.95349 0.266258 -0.0353144 -0.497918 0.824583 1.04192
lForeArm -0.0400283 1.45372 -0.601117 0.464726 0.442754 -0.480991 0.597199 1.04192
rHand -0.0784788 1.48925 0.903298 0.619015 0.766404 -0.140056 0.099145 1.04192
rForeArm -0.0719361 1.49209 0.535727 0.463191 0.572648 -0.406881 0.540349 1.04192
lFoot -0.0563366 0.00973964 -0.19367 0.140562 0.106664 -0.821058 0.542889 1.04192
rFoot -0.0598612 -0.00280225 0.16701 0.814226 0.560412 0.00340049 0.151537 1.04192
head 0.0554414 1.69856 -0.0341151 0.083264 -0.693654 0.0578146 0.71314 1.04192
hip -0.0279161 1.01986 0.140255 0.761181 0.635089 0.0134754 0.130707 1.04192
lHand 0.019423 1.42812 -0.952898 0.272621 -0.0350308 -0.489867 0.827334 1.04192
lForeArm -0.04024 1.45094 -0.60106 0.468488 0.441594 -0.479355 0.596433 1.04192
rHand -0.0771445 1.48847 0.902432 0.613075 0.769806 -0.143006 0.105295 1.04192
rForeArm -0.0717394 1.48932 0.535076 0.459675 0.575718 -0.407573 0.539566 1.04192
lFoot -0.0566065 0.00941038 -0.193117 0.1417 0.107753 -0.822723 0.539849 1.04192
rFoot -0.0596607 -0.00278711 0.166908 0.814891 0.559741 0.000634296 0.150474 1.04192
head 0.0558712 1.69878 -0.0345109 0.0834639 -0.693931 0.057325 0.712886 1.04192
hip -0.0283618 1.01993 0.139717 0.761381 0.635036 0.0132501 0.129813 1.04192
lHand 0.0212436 1.42773 -0.952259 0.27783 -0.0346527 -0.482662 0.829847 1.04192
lForeArm -0.0406964 1.44803 -0.601113 0.471544 0.440694 -0.477088 0.596508 1.04192
